"rep","n","method","R2","RMSE"
58,20,"lasso",-0.0500949578038148,5.42860530326901
58,50,"lasso",-1.87216324312503,3.27962703261603
58,100,"lasso",0.120442196008902,4.23902359741307
58,250,"lasso",-0.202450430016804,4.12481489837766
58,500,"lasso",0.235500107087187,3.97212504345146
58,1000,"lasso",0.609448245842012,2.94678910733786
59,10,"lasso",-0.0131663243603606,8.02116249866101
59,20,"lasso",0.29513040836632,3.54066249770645
59,50,"lasso",-0.143911926087743,4.67958129536806
59,100,"lasso",0.0463408681138828,4.53230913559016
59,250,"lasso",0.186896575220871,3.96767629880462
59,500,"lasso",0.410406820158204,3.4079611999992
59,1000,"lasso",0.545041022379176,2.82728352487471
60,10,"lasso",-0.963655466292269,2.15827489538279
60,20,"lasso",-0.443559826724467,4.20810257410742
60,50,"lasso",0.0618710828500799,5.29370635885785
60,100,"lasso",-0.225826457000034,4.32845566381191
60,250,"lasso",0.208995636016394,4.52630021309982
60,500,"lasso",0.299316825184124,3.4252495850272
60,1000,"lasso",0.577475323178064,2.94847145729512
61,10,"lasso",-2.23265516255018,1.81826698612055
61,20,"lasso",-1.26073779691193,2.13158939047587
61,50,"lasso",0.0792751270658009,4.97910999591975
61,100,"lasso",-0.0533174479165697,5.16120458625663
61,250,"lasso",0.0717679127600421,4.54115840741839
61,500,"lasso",0.384006223156463,3.46061447262963
61,1000,"lasso",0.562582407773933,3.12689971441327
62,10,"lasso",-0.802642253857777,4.73042518930793
62,20,"lasso",-0.204494616353359,3.5867269088124
62,50,"lasso",-0.0747940970609038,3.86367206129362
62,100,"lasso",-0.0831871129145414,4.68212146378597
62,250,"lasso",-0.222049221574154,3.96809675152755
62,500,"lasso",0.230093273962355,3.61136784281682
62,1000,"lasso",0.462019626788119,3.28006046109549
63,10,"lasso",-0.974400346854538,1.84757837096745
63,20,"lasso",0.639730941917504,1.86235296148243
63,50,"lasso",-0.174002784017289,3.89323196042501
63,100,"lasso",-0.000359867705337136,3.20025807655654
63,250,"lasso",0.0696695564288251,4.41472744196783
63,500,"lasso",0.23557931003556,3.75911758999809
63,1000,"lasso",0.528131528550506,2.86426470062192
64,10,"lasso",-9.501757964907,5.83197575186349
64,20,"lasso",-0.198412583539979,5.02777383731428
64,50,"lasso",-0.878481994253707,6.00243092674434
64,100,"lasso",0.0232019394280727,4.58578831900132
64,250,"lasso",0.169408291074223,4.06264879253917
64,500,"lasso",0.317822235623547,4.13280972439293
64,1000,"lasso",0.525587792732182,2.97663802534707
65,10,"lasso",-1.11883418587935,3.13968593519304
65,20,"lasso",-0.828383442192612,2.41772998423722
65,50,"lasso",-0.0267764809576392,4.02810942218137
65,100,"lasso",0.00712172896270735,4.40444209565653
65,250,"lasso",0.20257816048673,3.30267718180333
65,500,"lasso",0.294511029918768,3.75938851565736
65,1000,"lasso",0.539155544959471,2.90057419294739
66,10,"lasso",-0.845672177712175,4.42552737875555
66,20,"lasso",-0.770945336908604,3.81068956266787
66,50,"lasso",-0.11632398029513,5.71120116950174
66,100,"lasso",0.119008360664766,3.75386503409548
66,250,"lasso",0.39110714111983,3.84226582695974
66,500,"lasso",0.344294715507023,3.83839390559436
66,1000,"lasso",0.555161979174891,2.93112905026538
67,10,"lasso",-2.36979172448444,2.40526797646621
67,20,"lasso",-0.000850297949118062,4.41559888474333
67,50,"lasso",0.0644420232600306,4.51749108197804
67,100,"lasso",-0.100603759506683,4.48215390277007
67,250,"lasso",0.248104695033809,3.56268999991722
67,500,"lasso",0.279282254059682,3.42697590075033
67,1000,"lasso",0.518520214316365,2.91650188392666
68,10,"lasso",-30.9822040837689,5.04509061984205
68,20,"lasso",-0.624523119570128,4.90552808479718
68,50,"lasso",-0.209853154190865,3.95007271232917
68,100,"lasso",-0.121798221340941,4.10328731074677
68,250,"lasso",0.0612253967494057,4.48419903902915
68,500,"lasso",0.340104525764199,3.53411433736408
68,1000,"lasso",0.517185807734163,2.95741414267288
69,10,"lasso",-4.22401092497093,7.24962650856532
69,20,"lasso",-1.04084711288674,4.53297944800132
69,50,"lasso",-0.00870317698258383,2.78967533008257
69,100,"lasso",-2.99643710577335e-06,4.61477578469693
69,250,"lasso",0.159949893607483,3.95097078341823
69,500,"lasso",0.267326806701049,3.4445977287741
69,1000,"lasso",0.556476657144303,2.95445216330101
70,10,"lasso",-25.6476125908027,1.30870267633905
70,20,"lasso",-0.178075264912168,2.13117278694924
70,50,"lasso",-0.0530442856313453,5.65539639585737
70,100,"lasso",-0.00231351977185534,5.00059999636783
70,250,"lasso",0.0329649848078384,4.17508764937439
70,500,"lasso",0.190319588658456,3.7191007079619
70,1000,"lasso",0.416481314541546,3.28059228031841
71,10,"lasso",-7.22943965037487,3.98038535770533
71,20,"lasso",-0.616779573894643,3.29267551064707
71,50,"lasso",-0.0683036457549413,5.50865541959287
71,100,"lasso",-0.1694135277765,4.58789947845708
71,250,"lasso",0.201587799785739,4.11691724248326
71,500,"lasso",0.325684254487965,3.644142303746
71,1000,"lasso",0.541154168694713,3.11793092957698
72,10,"lasso",-0.0043836297706803,1.75879889984171
72,20,"lasso",-0.212076684774353,3.37367857285391
72,50,"lasso",-0.863007843585691,5.15295669444654
72,100,"lasso",-0.250876595496306,4.60347728475574
72,250,"lasso",-0.00905749151313939,4.67892336059318
72,500,"lasso",0.30778665065306,3.91401506008623
72,1000,"lasso",0.478359348906434,3.26570038949698
73,10,"lasso",-0.330892062277968,5.16744593847701
73,20,"lasso",-0.934489711997163,4.38375804523851
73,50,"lasso",-0.109957554325993,4.66376130352317
73,100,"lasso",0.0111435241838486,3.80664203883911
73,250,"lasso",0.258903747744431,3.90756927613113
73,500,"lasso",0.420233804804484,3.34338469434363
73,1000,"lasso",0.530028108737829,2.98849111023145
74,10,"lasso",0.122695509624641,1.49994609433757
74,20,"lasso",-0.0193704731791189,2.14357194084968
74,50,"lasso",-0.140206220158299,2.55347338747619
74,100,"lasso",-0.478434577821235,4.64323027525227
